cols,importance,model_name,model_target
store_덕수궁길2점,0.000632538683149293,RandomForest,y_weekend
store_마포대로점,0.000624000249298935,RandomForest,y_weekend
store_천호대로점,0.0006213466998937233,RandomForest,y_weekend
store_고산자로2점,0.0006196906949368659,RandomForest,y_weekend
store_망양로점,0.000614854846954105,RandomForest,y_weekend
store_봉선로점,0.0006085587453032146,RandomForest,y_weekend
store_하리해안길점,0.0006074250219683504,RandomForest,y_weekend
store_절재로점,0.000604378681770372,RandomForest,y_weekend
store_장동로점,0.0006037122416392858,RandomForest,y_weekend
store_성내로2점,0.0005879518798245215,RandomForest,y_weekend
store_종로점,0.0005843405508592703,RandomForest,y_weekend
store_동구청로점,0.0005840694326764111,RandomForest,y_weekend
store_계룡로점,0.0005791506149123152,RandomForest,y_weekend
store_다대동로점,0.0005731660787282216,RandomForest,y_weekend
store_송정공원로점,0.0005710750031635111,RandomForest,y_weekend
store_기장대로점,0.0005686327066132055,RandomForest,y_weekend
store_화곡로점,0.0005634843335137082,RandomForest,y_weekend
store_명지새동네길점,0.0005622654410588683,RandomForest,y_weekend
store_제중로점,0.0005507929155838884,RandomForest,y_weekend
store_노해로점,0.000544722451308823,RandomForest,y_weekend
store_덕남길점,0.0005424141900867051,RandomForest,y_weekend
store_청계청로2점,0.0005392194788539604,RandomForest,y_weekend
store_석봉로점,0.0005386553124839073,RandomForest,y_weekend
store_증심사길점,0.0005360349384431437,RandomForest,y_weekend
store_필문대로점,0.000534450833199445,RandomForest,y_weekend
store_삼봉로2점,0.0005313455748277801,RandomForest,y_weekend
store_남동남로점,0.0005308915768406738,RandomForest,y_weekend
store_준법로점,0.0005290540255809166,RandomForest,y_weekend
store_효덕로점,0.000528905361769982,RandomForest,y_weekend
store_부흥로점,0.000528288259505384,RandomForest,y_weekend
store_해안새벽시장길점,0.0005275734103561777,RandomForest,y_weekend
store_강남대로점,0.000526906953870583,RandomForest,y_weekend
store_비아로점,0.0005255429381064434,RandomForest,y_weekend
store_우치로점,0.0005187462774136691,RandomForest,y_weekend
store_배재로점,0.0005160075583829761,RandomForest,y_weekend
store_법원로2점,0.0005141676418309203,RandomForest,y_weekend
store_보문로점,0.0005128135776660307,RandomForest,y_weekend
store_고산자로점,0.0005122151322582568,RandomForest,y_weekend
store_양재2점,0.0005044663653569276,RandomForest,y_weekend
store_자양로2점,0.0004954637180135355,RandomForest,y_weekend
store_당산로점,0.0004924147004244699,RandomForest,y_weekend
store_복수서로점,0.0004914486646584624,RandomForest,y_weekend
store_연희로점,0.0004902329665951839,RandomForest,y_weekend
store_르노삼성대로점,0.0004890205176940613,RandomForest,y_weekend
store_해운대해변로점,0.0004780377230154443,RandomForest,y_weekend
store_낙동북로점,0.00047704280797037784,RandomForest,y_weekend
store_둔산중로점,0.0004681947508289605,RandomForest,y_weekend
store_대종로점,0.00046722089710096807,RandomForest,y_weekend
store_사직로2점,0.00046577862344043754,RandomForest,y_weekend
store_성남대로점,0.0004606968439055027,RandomForest,y_weekend
store_성내로점,0.00045956669880046114,RandomForest,y_weekend
store_신일서로점,0.0004543006748339457,RandomForest,y_weekend
store_북유성대로점,0.000452534565280508,RandomForest,y_weekend
store_광산로점,0.0004523256874987467,RandomForest,y_weekend
store_서초중앙로3점,0.00045226724375229245,RandomForest,y_weekend
store_기흥점,0.00045184320697157134,RandomForest,y_weekend
store_효원로점,0.00043995667521895554,RandomForest,y_weekend
store_하신번영로점,0.00043426431779200773,RandomForest,y_weekend
store_못골로점,0.00043198411555397525,RandomForest,y_weekend
store_화곡로2점,0.00042947053153373336,RandomForest,y_weekend
store_남부순환로2점,0.00042921757436484434,RandomForest,y_weekend
store_대전로점,0.0004188446597075592,RandomForest,y_weekend
store_하남산단점,0.0004157342069353777,RandomForest,y_weekend
store_학감대로점,0.0004113934556282486,RandomForest,y_weekend
store_자양로점,0.000408869213858544,RandomForest,y_weekend
store_태종로점,0.00040776565586103316,RandomForest,y_weekend
store_처인구점,0.0004058911481708584,RandomForest,y_weekend
store_관악로점,0.00040505730357974734,RandomForest,y_weekend
store_엑스포로점,0.00040337351383402156,RandomForest,y_weekend
store_월계로2점,0.0004007891316529469,RandomForest,y_weekend
store_성산동점,0.0003957273374509732,RandomForest,y_weekend
store_재반로점,0.000393330291783157,RandomForest,y_weekend
store_안양천로2점,0.00039331010071799494,RandomForest,y_weekend
store_상무대로점,0.0003926964248663192,RandomForest,y_weekend
store_학동로2점,0.0003858313230778348,RandomForest,y_weekend
store_학동로점,0.0003840539902815219,RandomForest,y_weekend
store_감천항로점,0.0003827477362810793,RandomForest,y_weekend
store_서초중앙로2점,0.0003824342098058291,RandomForest,y_weekend
store_은평로점,0.0003824161936294762,RandomForest,y_weekend
store_도봉로2점,0.0003777740184470707,RandomForest,y_weekend
store_화중로점,0.00037642297960422305,RandomForest,y_weekend
store_명지동점,0.00037282632553203897,RandomForest,y_weekend
store_용운동점,0.0003707741583402005,RandomForest,y_weekend
store_서남로점,0.0003694030991291396,RandomForest,y_weekend
store_일산동구점,0.00036316053573167843,RandomForest,y_weekend
store_월드컵대로점,0.0003614783510569977,RandomForest,y_weekend
store_금화로점,0.0003606118930613152,RandomForest,y_weekend
store_상무번영로점,0.0003601879033068728,RandomForest,y_weekend
store_상무공원로점,0.0003590930889939281,RandomForest,y_weekend
store_연희로2점,0.00035894374995011896,RandomForest,y_weekend
store_녹사평대로점,0.0003545064085640053,RandomForest,y_weekend
store_관저동로점,0.000354171023270757,RandomForest,y_weekend
store_청계청로점,0.00034955715460185,RandomForest,y_weekend
store_성산동2점,0.00034797521193846205,RandomForest,y_weekend
store_천호대로2점,0.00034414177231087347,RandomForest,y_weekend
store_종로2점,0.00034410290726181444,RandomForest,y_weekend
store_연제로점,0.0003413804153492392,RandomForest,y_weekend
store_삼일대로점,0.0003395562133516292,RandomForest,y_weekend
store_민락수변로점,0.0003395153505374848,RandomForest,y_weekend
store_내방로점,0.0003377223575582436,RandomForest,y_weekend
store_무교로점,0.00033697277583338587,RandomForest,y_weekend
store_장승배기로점,0.000328948503505325,RandomForest,y_weekend
store_온천천로점,0.00032868799170195654,RandomForest,y_weekend
store_올림픽로2점,0.0003286195588379524,RandomForest,y_weekend
store_가마산로점,0.00032780158334781175,RandomForest,y_weekend
store_경열로점,0.0003259857801991436,RandomForest,y_weekend
store_가마산로2점,0.0003256869850076703,RandomForest,y_weekend
store_월드컵로2점,0.00031985286577917,RandomForest,y_weekend
store_당산로2점,0.00031662711294617595,RandomForest,y_weekend
store_하신중앙로점,0.0003121586649038853,RandomForest,y_weekend
store_서하로점,0.00030708253187702216,RandomForest,y_weekend
store_마린시티1로점,0.00030631115291155427,RandomForest,y_weekend
store_대둔산로점,0.0003014133491922048,RandomForest,y_weekend
store_봉화산로2점,0.0003008557308450451,RandomForest,y_weekend
store_세종로점,0.00029909373296219545,RandomForest,y_weekend
store_마들로2점,0.0002964694393768223,RandomForest,y_weekend
store_서소문로점,0.0002934013079526011,RandomForest,y_weekend
store_구청로점,0.0002913580709684864,RandomForest,y_weekend
store_은평로2점,0.0002887789426907122,RandomForest,y_weekend
store_안양천로점,0.0002872203153946908,RandomForest,y_weekend
store_마들로점,0.00028309803260738166,RandomForest,y_weekend
store_장승배기로2점,0.0002816576883981956,RandomForest,y_weekend
store_장대로점,0.0002797026054836099,RandomForest,y_weekend
store_중구로점,0.0002764913348686481,RandomForest,y_weekend
store_한남로점,0.00027367263635813993,RandomForest,y_weekend
store_사직로점,0.00027306555888221174,RandomForest,y_weekend
store_월드컵대로2점,0.00027033421709074426,RandomForest,y_weekend
store_월계로점,0.00026621100133072414,RandomForest,y_weekend
store_첨단과기로점,0.0002627858390784251,RandomForest,y_weekend
store_문예회관길점,0.00026169955616581447,RandomForest,y_weekend
store_삼봉로점,0.0002599054953156899,RandomForest,y_weekend
store_서초중앙로점,0.000245933233828945,RandomForest,y_weekend
store_예술길점,0.000243712451744324,RandomForest,y_weekend
store_신갈마로점,0.00023811630100272534,RandomForest,y_weekend
store_계족로점,0.0002363680514930458,RandomForest,y_weekend
store_방죽로점,0.00022561314557054994,RandomForest,y_weekend
store_한밭대로점,0.00021970604538960043,RandomForest,y_weekend
store_절영로점,0.00021469432389335054,RandomForest,y_weekend
store_중앙대로2점,0.00021400463278722407,RandomForest,y_weekend
store_용대로점,0.0002131720200521323,RandomForest,y_weekend
store_둔산서로점,0.00020507915851736137,RandomForest,y_weekend
store_청사포로점,0.00020370491930727882,RandomForest,y_weekend
store_법원로점,0.00019843907933873956,RandomForest,y_weekend
store_봉화산로점,0.0001929602628154945,RandomForest,y_weekend
store_보문로2점,0.00018914245424774345,RandomForest,y_weekend
store_세종대로점,0.00018602490979203914,RandomForest,y_weekend
store_무교로2점,0.0001807437025493064,RandomForest,y_weekend
store_중앙대로점,0.0001652363654982452,RandomForest,y_weekend
store_덕수궁길점,0.00014695140827956587,RandomForest,y_weekend
store_구덕로점,0.00013666284899647188,RandomForest,y_weekend
store_한누리대로점,0.00012849479633524185,RandomForest,y_weekend
store_중동2로점,0.00012041588677829052,RandomForest,y_weekend
store_국제금융로2점,0.0001096301860805187,RandomForest,y_weekend
store_용아로점,0.00010897773792252769,RandomForest,y_weekend
order_weekend,0.5319222431052631,GradientBoostingClassifier,y_weekend
order_weekday,0.37706854047874694,GradientBoostingClassifier,y_weekend
delta_avg,0.011172156672161827,GradientBoostingClassifier,y_weekend
order_time_18,0.007281287968108699,GradientBoostingClassifier,y_weekend
order_time_16,0.006374728534112853,GradientBoostingClassifier,y_weekend
order_takeout,0.005936349442155346,GradientBoostingClassifier,y_weekend
order_time_19,0.004963697874288451,GradientBoostingClassifier,y_weekend
order_time_14,0.004963352590810985,GradientBoostingClassifier,y_weekend
order_time_11,0.004567617012185719,GradientBoostingClassifier,y_weekend
order_time_17,0.004328499363201664,GradientBoostingClassifier,y_weekend
order_time_13,0.003842470395928778,GradientBoostingClassifier,y_weekend
order_time_20,0.003644887715155364,GradientBoostingClassifier,y_weekend
order_cancel,0.0035824068888874938,GradientBoostingClassifier,y_weekend
order_time_15,0.003488764004702996,GradientBoostingClassifier,y_weekend
order_time_21,0.0032963675175466463,GradientBoostingClassifier,y_weekend
order_delivery,0.0031860829998039382,GradientBoostingClassifier,y_weekend
order,0.0026279103335178347,GradientBoostingClassifier,y_weekend
order_time_12,0.0016856122601607946,GradientBoostingClassifier,y_weekend
store_노해로2점,0.001416383760782909,GradientBoostingClassifier,y_weekend
store_마린시티1로점,0.0010612814363741055,GradientBoostingClassifier,y_weekend
order_fin,0.0009623889096901107,GradientBoostingClassifier,y_weekend
store_강남점3점,0.0008008203817017782,GradientBoostingClassifier,y_weekend
store_낙동대로2점,0.0007528556506594867,GradientBoostingClassifier,y_weekend
store_고산자로점,0.0007516647164449619,GradientBoostingClassifier,y_weekend
store_성내로점,0.0007285496051886108,GradientBoostingClassifier,y_weekend
store_엑스포로점,0.0006769626405085822,GradientBoostingClassifier,y_weekend
store_기장대로점,0.0006310142195073282,GradientBoostingClassifier,y_weekend
store_해안새벽시장길점,0.0005765004523842789,GradientBoostingClassifier,y_weekend
store_녹사평대로2점,0.0004116325532498708,GradientBoostingClassifier,y_weekend
store_하리해안길점,0.00040874335539534644,GradientBoostingClassifier,y_weekend
store_안양천로2점,0.00039649784072817284,GradientBoostingClassifier,y_weekend
store_삼일대로2점,0.00039287171879668205,GradientBoostingClassifier,y_weekend
store_남천동로점,0.00038642411373067214,GradientBoostingClassifier,y_weekend
store_연제로점,0.0003465902746254706,GradientBoostingClassifier,y_weekend
store_장동로점,0.0003290193551905391,GradientBoostingClassifier,y_weekend
store_절재로점,0.00032717666244721637,GradientBoostingClassifier,y_weekend
store_조치원점,0.00032297171294746893,GradientBoostingClassifier,y_weekend
store_영통구점,0.00029973592528693965,GradientBoostingClassifier,y_weekend
store_화곡로2점,0.0002816113899657872,GradientBoostingClassifier,y_weekend
store_서소문로2점,0.00026931669763436333,GradientBoostingClassifier,y_weekend
store_관악로2점,0.0002621744816072135,GradientBoostingClassifier,y_weekend
store_양재2점,0.0002609897400796318,GradientBoostingClassifier,y_weekend
store_성산동점,0.000258815236845041,GradientBoostingClassifier,y_weekend
store_송정해변로점,0.0002533613452344776,GradientBoostingClassifier,y_weekend
store_자양로2점,0.0002414755935540355,GradientBoostingClassifier,y_weekend
store_무교로2점,0.0002411207865499737,GradientBoostingClassifier,y_weekend
store_청계청로2점,0.00023928479155465543,GradientBoostingClassifier,y_weekend
store_양재점,0.00023718324347737064,GradientBoostingClassifier,y_weekend
store_증심사길점,0.00023484812898838715,GradientBoostingClassifier,y_weekend
store_내방로점,0.00023042425660628702,GradientBoostingClassifier,y_weekend
store_세종대로2점,0.00022219856458267388,GradientBoostingClassifier,y_weekend
store_복수서로점,0.00017326554444183567,GradientBoostingClassifier,y_weekend
store_구청로점,0.00014303714681819618,GradientBoostingClassifier,y_weekend
store_둔산로점,0.00011504116176234369,GradientBoostingClassifier,y_weekend
store_자양로점,0.00011470714688938707,GradientBoostingClassifier,y_weekend
store_일산동구점,0.00010984477440029792,GradientBoostingClassifier,y_weekend
store_광주여대길점,0.00010198329913297053,GradientBoostingClassifier,y_weekend
store_송정공원로점,9.625622749512675e-05,GradientBoostingClassifier,y_weekend
store_월계로점,0.0,GradientBoostingClassifier,y_weekend
store_월계로2점,0.0,GradientBoostingClassifier,y_weekend
store_우치로점,0.0,GradientBoostingClassifier,y_weekend
store_용아로점,0.0,GradientBoostingClassifier,y_weekend
store_시흥대로점,0.0,GradientBoostingClassifier,y_weekend
store_용운동점,0.0,GradientBoostingClassifier,y_weekend
store_월드컵대로2점,0.0,GradientBoostingClassifier,y_weekend
store_신갈마로점,0.0,GradientBoostingClassifier,y_weekend
store_올림픽로2점,0.0,GradientBoostingClassifier,y_weekend
store_신일동로점,0.0,GradientBoostingClassifier,y_weekend
store_용대로점,0.0,GradientBoostingClassifier,y_weekend
store_올림픽로점,0.0,GradientBoostingClassifier,y_weekend
store_세종로점,0.0,GradientBoostingClassifier,y_weekend
store_온천천로점,0.0,GradientBoostingClassifier,y_weekend
store_예술길점,0.0,GradientBoostingClassifier,y_weekend
store_연희로점,0.0,GradientBoostingClassifier,y_weekend
store_연희로2점,0.0,GradientBoostingClassifier,y_weekend
store_시흥대로2점,0.0,GradientBoostingClassifier,y_weekend
store_신일서로점,0.0,GradientBoostingClassifier,y_weekend
store_세종대로점,0.0,GradientBoostingClassifier,y_weekend
store_월드컵로2점,0.0,GradientBoostingClassifier,y_weekend
store_안양천로점,0.0,GradientBoostingClassifier,y_weekend
store_어등대로점,0.0,GradientBoostingClassifier,y_weekend
store_월드컵대로점,0.0,GradientBoostingClassifier,y_weekend
store_중동2로점,0.0,GradientBoostingClassifier,y_weekend
store_월드컵로점,0.0,GradientBoostingClassifier,y_weekend
store_은평로2점,0.0,GradientBoostingClassifier,y_weekend
store_청사포로점,0.0,GradientBoostingClassifier,y_weekend
store_태종로점,0.0,GradientBoostingClassifier,y_weekend
store_필문대로점,0.0,GradientBoostingClassifier,y_weekend
store_하남산단점,0.0,GradientBoostingClassifier,y_weekend
store_하신번영로점,0.0,GradientBoostingClassifier,y_weekend
store_하신중앙로점,0.0,GradientBoostingClassifier,y_weekend
store_학감대로점,0.0,GradientBoostingClassifier,y_weekend
store_학동로2점,0.0,GradientBoostingClassifier,y_weekend
store_학동로점,0.0,GradientBoostingClassifier,y_weekend
store_한남로점,0.0,GradientBoostingClassifier,y_weekend
store_한누리대로점,0.0,GradientBoostingClassifier,y_weekend
store_한밭대로점,0.0,GradientBoostingClassifier,y_weekend
store_해운대로점,0.0,GradientBoostingClassifier,y_weekend
store_해운대해변로점,0.0,GradientBoostingClassifier,y_weekend
store_화곡로점,0.0,GradientBoostingClassifier,y_weekend
store_화중로점,0.0,GradientBoostingClassifier,y_weekend
store_효덕로점,0.0,GradientBoostingClassifier,y_weekend
store_청계청로점,0.0,GradientBoostingClassifier,y_weekend
store_첨단과기로점,0.0,GradientBoostingClassifier,y_weekend
store_천호대로점,0.0,GradientBoostingClassifier,y_weekend
store_종로2점,0.0,GradientBoostingClassifier,y_weekend
store_은평로점,0.0,GradientBoostingClassifier,y_weekend
store_장대로점,0.0,GradientBoostingClassifier,y_weekend
store_장승배기로2점,0.0,GradientBoostingClassifier,y_weekend
store_장승배기로점,0.0,GradientBoostingClassifier,y_weekend
store_재반로점,0.0,GradientBoostingClassifier,y_weekend
store_절영로점,0.0,GradientBoostingClassifier,y_weekend
store_제중로점,0.0,GradientBoostingClassifier,y_weekend
store_종로점,0.0,GradientBoostingClassifier,y_weekend
store_천호대로2점,0.0,GradientBoostingClassifier,y_weekend
store_준법로점,0.0,GradientBoostingClassifier,y_weekend
store_중구로점,0.0,GradientBoostingClassifier,y_weekend
store_중앙대로2점,0.0,GradientBoostingClassifier,y_weekend
store_중앙대로점,0.0,GradientBoostingClassifier,y_weekend
store_창경궁로2점,0.0,GradientBoostingClassifier,y_weekend
store_창경궁로점,0.0,GradientBoostingClassifier,y_weekend
store_처인구점,0.0,GradientBoostingClassifier,y_weekend
store_성산동2점,0.0,GradientBoostingClassifier,y_weekend
store_사직로점,0.0,GradientBoostingClassifier,y_weekend
store_성내로2점,0.0,GradientBoostingClassifier,y_weekend
store_대전로점,0.0,GradientBoostingClassifier,y_weekend
store_남부순환로점,0.0,GradientBoostingClassifier,y_weekend
store_노해로점,0.0,GradientBoostingClassifier,y_weekend
store_녹사평대로점,0.0,GradientBoostingClassifier,y_weekend
store_다대동로점,0.0,GradientBoostingClassifier,y_weekend
store_달맞이길점,0.0,GradientBoostingClassifier,y_weekend
store_당산로2점,0.0,GradientBoostingClassifier,y_weekend
store_당산로점,0.0,GradientBoostingClassifier,y_weekend
store_대둔산로점,0.0,GradientBoostingClassifier,y_weekend
store_대종로점,0.0,GradientBoostingClassifier,y_weekend
store_남동남로점,0.0,GradientBoostingClassifier,y_weekend
store_대흥로점,0.0,GradientBoostingClassifier,y_weekend
store_덕남길점,0.0,GradientBoostingClassifier,y_weekend
store_덕수궁길2점,0.0,GradientBoostingClassifier,y_weekend
store_덕수궁길점,0.0,GradientBoostingClassifier,y_weekend
store_도봉로2점,0.0,GradientBoostingClassifier,y_weekend
store_도봉로점,0.0,GradientBoostingClassifier,y_weekend
store_동구청로점,0.0,GradientBoostingClassifier,y_weekend
store_둔산서로점,0.0,GradientBoostingClassifier,y_weekend
store_남부순환로2점,0.0,GradientBoostingClassifier,y_weekend
store_낙동북로점,0.0,GradientBoostingClassifier,y_weekend
store_르노삼성대로점,0.0,GradientBoostingClassifier,y_weekend
store_고산자로2점,0.0,GradientBoostingClassifier,y_weekend
store_가마산로2점,0.0,GradientBoostingClassifier,y_weekend
store_가마산로점,0.0,GradientBoostingClassifier,y_weekend
store_감천항로점,0.0,GradientBoostingClassifier,y_weekend
store_강남대로2점,0.0,GradientBoostingClassifier,y_weekend
store_강남대로점,0.0,GradientBoostingClassifier,y_weekend
store_경열로점,0.0,GradientBoostingClassifier,y_weekend
store_계룡로점,0.0,GradientBoostingClassifier,y_weekend
store_계족로점,0.0,GradientBoostingClassifier,y_weekend
store_관악로점,0.0,GradientBoostingClassifier,y_weekend
store_낙동대로점,0.0,GradientBoostingClassifier,y_weekend
store_관저동로점,0.0,GradientBoostingClassifier,y_weekend
store_광산로점,0.0,GradientBoostingClassifier,y_weekend
store_구덕로점,0.0,GradientBoostingClassifier,y_weekend
store_국제금융로2점,0.0,GradientBoostingClassifier,y_weekend
store_국제금융로점,0.0,GradientBoostingClassifier,y_weekend
store_금송로점,0.0,GradientBoostingClassifier,y_weekend
store_금화로점,0.0,GradientBoostingClassifier,y_weekend
store_기흥점,0.0,GradientBoostingClassifier,y_weekend
store_둔산중로점,0.0,GradientBoostingClassifier,y_weekend
store_마들로2점,0.0,GradientBoostingClassifier,y_weekend
store_성남대로점,0.0,GradientBoostingClassifier,y_weekend
store_상무공원로점,0.0,GradientBoostingClassifier,y_weekend
store_북유성대로점,0.0,GradientBoostingClassifier,y_weekend
store_분포로점,0.0,GradientBoostingClassifier,y_weekend
store_비아로점,0.0,GradientBoostingClassifier,y_weekend
store_사우중로점,0.0,GradientBoostingClassifier,y_weekend
store_사직로2점,0.0,GradientBoostingClassifier,y_weekend
store_삼봉로2점,0.0,GradientBoostingClassifier,y_weekend
store_삼봉로점,0.0,GradientBoostingClassifier,y_weekend
store_삼일대로점,0.0,GradientBoostingClassifier,y_weekend
store_상무대로점,0.0,GradientBoostingClassifier,y_weekend
store_봉화산로점,0.0,GradientBoostingClassifier,y_weekend
store_상무번영로점,0.0,GradientBoostingClassifier,y_weekend
store_서남로점,0.0,GradientBoostingClassifier,y_weekend
store_서소문로점,0.0,GradientBoostingClassifier,y_weekend
store_서초중앙로2점,0.0,GradientBoostingClassifier,y_weekend
store_서초중앙로3점,0.0,GradientBoostingClassifier,y_weekend
store_서초중앙로점,0.0,GradientBoostingClassifier,y_weekend
store_서하로점,0.0,GradientBoostingClassifier,y_weekend
store_석봉로점,0.0,GradientBoostingClassifier,y_weekend
store_부흥로점,0.0,GradientBoostingClassifier,y_weekend
store_봉화산로2점,0.0,GradientBoostingClassifier,y_weekend
store_마들로점,0.0,GradientBoostingClassifier,y_weekend
store_못골로점,0.0,GradientBoostingClassifier,y_weekend
store_마포대로2점,0.0,GradientBoostingClassifier,y_weekend
store_마포대로점,0.0,GradientBoostingClassifier,y_weekend
store_망양로점,0.0,GradientBoostingClassifier,y_weekend
store_명지국제7로점,0.0,GradientBoostingClassifier,y_weekend
store_명지동점,0.0,GradientBoostingClassifier,y_weekend
store_명지새동네길점,0.0,GradientBoostingClassifier,y_weekend
store_목공동로2점,0.0,GradientBoostingClassifier,y_weekend
store_목공동로점,0.0,GradientBoostingClassifier,y_weekend
store_무교로점,0.0,GradientBoostingClassifier,y_weekend
store_봉선로점,0.0,GradientBoostingClassifier,y_weekend
store_문예회관길점,0.0,GradientBoostingClassifier,y_weekend
store_민락수변로점,0.0,GradientBoostingClassifier,y_weekend
store_방죽로점,0.0,GradientBoostingClassifier,y_weekend
store_배재로점,0.0,GradientBoostingClassifier,y_weekend
store_법원로2점,0.0,GradientBoostingClassifier,y_weekend
store_법원로점,0.0,GradientBoostingClassifier,y_weekend
store_보문로2점,0.0,GradientBoostingClassifier,y_weekend
store_보문로점,0.0,GradientBoostingClassifier,y_weekend
store_효원로점,0.0,GradientBoostingClassifier,y_weekend
